"","song_name","artist_name","danceability","energy","key","loudness","speechiness","acousticness","instrumentalness","liveness","valence","tempo","id","duration_ms","time_signature","week"
"1182","thought it was","iann dior",0.691,0.505,4,-6.09,0.0308,0.147,0,0.11,0.192,89.985,"3x1h0lsx1i2v9cUWnZssBa",172600,4,2022-01-13
"1183","Proud","Paper Route EMPIRE",0.904,0.733,11,-7.036,0.301,0.0951,0,0.136,0.519,145.012,"6yOM87h9akcg1iYT5p66Av",184040,4,2022-01-13
"1184","Encinitas","Goth Babe",0.76,0.577,7,-4.981,0.0908,0.0292,0.00352,0.445,0.553,116.02,"4tO2Ol08xzay6zcfhDKpuN",171724,4,2022-01-13
"1185","Big Subwoofer (feat. Snoop Dogg, Ice Cube, E-40 & Too $hort ) - Single Version","MOUNT WESTMORE",0.92,0.549,11,-5.912,0.257,0.0262,3.1e-06,0.196,0.709,90.004,"5GPm7PsMQwceQvfYlGXcCt",241587,4,2022-01-13
"1186","I Will Follow You Into The Dark","Mipso",0.68,0.217,4,-13.577,0.0387,0.863,0.0119,0.0831,0.347,74.279,"3Jmc6qadrwk3pg30iQPs5j",224692,4,2022-01-13
"1187","I Just Love You","Roo Panes",0.542,0.644,2,-9.358,0.0296,0.584,0.362,0.055,0.425,164.888,"0q7kQr5gUO8SxzNfru6k9s",195453,4,2022-01-13
"1188","Float","Bear Grillz",0.538,0.767,11,-3.617,0.0417,0.122,0,0.12,0.0587,89.914,"6UDwGDAfyHhHq2JTFbGfpv",174667,4,2022-01-13
"1189","Knife Talk (with 21 Savage ft. Project Pat)","Drake",0.849,0.424,5,-9.579,0.324,0.0635,0,0.0834,0.153,145.887,"2BcMwX1MPV6ZHP4tUT9uq6",242966,4,2022-01-13
"1190","Naked","BAYNK",0.878,0.582,11,-4.788,0.0705,0.549,0.00131,0.0724,0.291,117.025,"5qysxEb8AgQ5GLNg1cpGcp",188724,4,2022-01-13
"1191","Awaken (Feel Alive)","Big Wild",0.401,0.492,2,-6.489,0.0328,0.192,0,0.379,0.174,140.012,"1p6AQlMFpnH4hmhrSfoQ3k",180205,3,2022-01-13
"1192","Room for Happiness v3","Kaskade",0.652,0.932,2,-6.114,0.0683,0.197,0.00217,0.0687,0.044,124.956,"0XqJHkak6P3cLm5gPQg8Z1",326400,4,2022-01-13
"1193","By Your Side","Rod Wave",0.649,0.508,8,-10.232,0.0959,0.0345,3.59e-05,0.0736,0.405,157.975,"2AaJeBEq3WLcfFW1y8svDf",194051,4,2022-01-13
"1194","Beers On Me","Dierks Bentley",0.59,0.846,4,-4.251,0.0396,0.182,0,0.53,0.733,146.028,"19ZzEzb4BVK1wVO4brrmZz",174681,4,2022-01-13
"1195","See You Again","Seven Lions",0.248,0.588,8,-6.292,0.0459,0.0415,3.27e-05,0.123,0.0382,150.419,"4pXG8Q82L8WvypAm5Wo86y",263200,4,2022-01-13
"1196","AA","Walker Hayes",0.635,0.747,4,-6.227,0.0293,0.00313,0,0.346,0.753,104.027,"77oKig47u34qCCFWKMfu1e",189560,4,2022-01-13
"1197","Gasoline","The Weeknd",0.728,0.741,6,-7.075,0.0473,0.000582,0.00206,0.33,0.31,123.006,"3KyKxJ4P3pVCgaZwaq2rUC",212166,4,2022-01-13
"1198","family ties (with Kendrick Lamar)","Baby Keem",0.711,0.611,1,-5.453,0.33,0.00588,0,0.23,0.144,134.093,"3QFInJAm9eyaho5vBzxInN",252262,4,2022-01-13
"1199","Wishful Drinking (with Sam Hunt)","Ingrid Andress",0.678,0.528,10,-7.317,0.0551,0.289,0,0.0734,0.614,79.018,"3HGnIIdHYIbkowzLk8UHbE",194545,4,2022-01-13
"1200","Buy Dirt","Jordan Davis",0.586,0.559,4,-6.725,0.05,0.639,0,0.0872,0.437,177.945,"69AIpwGNLxr4qS1X5ynx60",167480,4,2022-01-13
"1201","Gassed Up","Zeds Dead",0.643,0.985,4,-1.848,0.41,0.0152,0.000965,0.311,0.182,140.029,"6uwjDA0Qi6hk8C6lPJIMc9",238286,4,2022-01-06
"1202","Stress Dreams","Greensky Bluegrass",0.412,0.422,2,-13.752,0.036,0.432,0.6,0.336,0.397,117.359,"3ww5HAGF6KoQB9g2yiohMP",481641,4,2022-01-06
"1203","Menace","Rezz",0.553,0.782,5,-7.426,0.0367,0.175,0.862,0.153,0.629,180.024,"0sBAwzKnPSSi74NMbn9WKI",196000,4,2022-01-06
"1204","End Of The World","Excision",0.236,0.646,3,-1.788,0.0338,0.0526,0,0.341,0.237,138.54,"4sjAlpae3hAoi9GtCWCMTN",222427,4,2022-01-06
"1205","Griztronics II (Another Level)","GRiZ",0.579,0.978,0,0.352,0.211,0.0205,0.00829,0.326,0.58,145.054,"2il9NDpW87Hk2L9AjeDf8r",165517,4,2022-01-06
"1206","See You Again","Seven Lions",0.248,0.588,8,-6.292,0.0459,0.0415,3.27e-05,0.123,0.0382,150.419,"4pXG8Q82L8WvypAm5Wo86y",263200,4,2022-01-06
"1207","Spacetime (feat. NEVVE)","Subtronics",0.709,0.802,4,-1.146,0.137,0.0877,1.43e-05,0.323,0.546,140.072,"39Hpybgua0RgOciVl1C4Sy",168000,4,2022-01-06
"1208","Escalator - Mark Farina & Homero Espinosa Deep Mix","BoomBox",0.811,0.638,4,-9.622,0.0449,0.000842,0.91,0.198,0.238,121.026,"0rVUWqBKxnzHqQBv2hUKjY",434246,4,2022-01-06
"1209","Circles Around This Town","Maren Morris",0.591,0.814,4,-4.986,0.0468,0.015,0,0.117,0.815,149.9,"13G5xv1wUKvJYbK0wYmioN",195760,4,2022-01-06
"1210","Broadway Girls (feat. Morgan Wallen)","Lil Durk",0.659,0.745,10,-3.599,0.0347,0.0417,0,0.296,0.54,74.967,"3DZ8dbKg4OTSSqGARvecYd",185600,4,2022-01-06
"1211","Million Dollars Worth of Game (feat. 42 Dugg)","2 Chainz",0.808,0.677,2,-4.922,0.106,0.00407,0,0.132,0.46,97.009,"3IZWCcD1FYpyeY3ki2VUmL",159840,4,2022-01-06
"1212","Evolution","Dreamers Delight",0.65,0.724,11,-5.194,0.0401,0.0515,0.912,0.379,0.137,140.059,"0tIBpcrapaemsTHXMrmeQY",251257,4,2022-01-06
"1213","Shimmer and Out","Lotus ",0.445,0.767,2,-9.33,0.0325,0.053,0.54,0.664,0.629,136.975,"0w6YSCJqOMv8Bk32QCtqKn",502435,4,2022-01-06
"1214","Flower Shops (feat. Morgan Wallen)","ERNEST",0.527,0.461,7,-5.908,0.0269,0.118,0,0.0831,0.227,128.153,"2ccuOtUjIyx3tPcsnpeBzJ",214405,3,2022-01-06
"1215","Runnin' Wild","Railroad Earth",0.445,0.827,2,-6.439,0.0333,0.283,0.0463,0.117,0.723,154.719,"2mvTkIC2j6LWuDXJJ6fXd3",258453,4,2022-01-06
"1216","Llove v3","Kaskade",0.726,0.947,5,-5.355,0.0532,0.0501,0.369,0.0815,0.454,123.993,"1XZF2ixt3rvkQFspUr5AtG",221613,4,2022-01-06
"1217","Shady Intentions (feat. Tori Levett)","NGHTMRE",0.592,0.738,10,-5.975,0.0367,0.0645,0.092,0.109,0.319,158.051,"7zN7l6yep9kPdBJeevfPvY",185316,4,2022-01-06
"1218","Dear Fear","Kota the Friend",0.46,0.762,1,-6.718,0.382,0.798,0,0.143,0.338,73.552,"7uJFQs4kxilsiPKe3UHPUT",199339,4,2022-01-06
"1219","Hate To Say It","Azizi Gibson",0.881,0.839,4,-4.98,0.146,0.184,0,0.104,0.829,126.035,"0JovAYpOGoftOSuQv3TRwO",183814,4,2022-01-06
"1220","Fear Of Dying","Alison Wonderland",0.503,0.494,9,-7.546,0.0412,0.326,0.000481,0.0954,0.113,70.035,"3lVaRWkDwUkHveuSbilYdE",187800,4,2022-01-06
"1221","Fire Dance","Mersiv",0.487,0.925,11,-3.755,0.306,0.00604,1.05e-06,0.414,0.5,140.149,"3IICGfnISboAKaSudbZqPk",158036,4,2022-01-06
"1222","Know It All","Billy Strings",0.576,0.762,0,-6.518,0.0317,0.419,0.000205,0.317,0.716,126.848,"687SHqnUp3yGfGiuwgE2WG",205440,4,2022-01-06
"1223","Run","Morgan Wade",0.629,0.484,0,-6.565,0.0236,0.0152,3.35e-06,0.178,0.576,76.001,"0OvR1iYRUwrsSwu6Zli9iz",212680,3,2022-01-06
"1224","Big Energy","Latto",0.935,0.807,11,-3.838,0.114,0.0514,0,0.349,0.813,106.017,"6Zu3aw7FfjAF9WA0fA81Oq",173182,4,2022-01-06
"1225","Windhorse","Of The Trees",0.347,0.352,6,-10.401,0.1,0.296,0.839,0.139,0.207,75.306,"6tTDDMmEJpyA97VNYQjjeP",234244,3,2022-01-06
"1226","Good Beer","Seaforth",0.702,0.778,6,-4.25,0.0287,0.302,0,0.126,0.879,91.014,"55M9eKCXJFCpid6WBVyEct",174111,4,2022-01-06
"1227","thought i was playing","Gunna",0.679,0.73,1,-7.483,0.0689,0.00421,0,0.0736,0.292,148.038,"3XLbDUB5BX2WqL2qoAsvtb",167840,4,2022-01-06
"1228","Getting Late (feat. Danni Carra)","SLANDER",0.43,0.811,3,-2.712,0.0621,0.0315,0,0.315,0.238,159.988,"2wG7MgpfXMCzQcTPCt78Tb",231750,4,2022-01-06
"1229","Ugliest","$uicideboy$",0.752,0.55,5,-7.166,0.362,0.172,0.0148,0.14,0.405,174.073,"2Q9nA56DKKJhj4cHMbHlAS",178131,4,2022-01-06
"1230","Nuclear Lethargy","Lane 8",0.479,0.791,5,-8.668,0.0296,0.000682,0.952,0.103,0.259,124.013,"1OibEvLxYUIkQyFekXqC5N",344516,4,2022-01-06
"1231","Titanic","Earl Sweatshirt",0.888,0.763,9,-5.834,0.301,0.0337,0,0.17,0.67,129.94,"6SLsVEicNrL81TCoUh2yhy",112625,4,2022-01-06
"1232","She Likes It (feat. Jake Scott)","Russell Dickerson",0.79,0.325,4,-11.689,0.127,0.509,0,0.155,0.539,126.877,"6VVqPBFZIbcmv14zNfOc13",163311,4,2022-01-06
"1233","Surface Pressure","Jessica Darrow",0.65,0.584,2,-8.286,0.307,0.0174,1.54e-06,0.042,0.37,180.088,"760jhRscwGbIIe1m1IIQpU",202227,4,2022-01-06
"1234","BACKROOM","Mike Dimes",0.814,0.666,10,-4.131,0.264,0.241,0,0.532,0.735,141.08,"2CXNjqL7ewOt2bo5VCd1Lj",155745,4,2022-01-06
"1235","Living My Best Life","Ben Rector",0.566,0.733,4,-5.302,0.0699,0.083,1.55e-06,0.362,0.636,178.828,"0jDROv5ssPfOrkj23VqEIq",215213,4,2022-01-06
"1236","Face Down In The Moment","Nathaniel Rateliff & The Night Sweats",0.52,0.591,6,-3.225,0.0301,0.353,0.00412,0.102,0.359,151.089,"5yTpyXVKcB20zOGXU1ffgf",279187,4,2022-01-06
"1237","People disappear here","Halsey",0.603,0.504,6,-8.705,0.0332,0.0322,0.0155,0.105,0.214,145.952,"76gkzHEZKCrHwXqv4JsE1o",247680,4,2022-01-06
"1238","Hard Drive Gold","alt-J",0.67,0.853,0,-5.962,0.0389,0.0858,2.1e-05,0.125,0.684,144.272,"0SbB0skzMpFnuwlOCJt9c4",158480,4,2022-01-06
"1239","Siendo Sincero","Los Del Limit",0.505,0.335,3,-10.027,0.0359,0.693,1.4e-05,0.117,0.645,165.431,"6HgiRuV6ITWQBGsJ1HDjz1",174000,3,2022-01-06
"1240","Dear God (feat. Kevin Gates)","FL Dusa",0.673,0.748,7,-6.1,0.365,0.255,0,0.236,0.716,139.667,"1oPdIqXhjswpTnA5PPQs0K",181714,4,2022-01-06
"1241","Love & War","Kodak Black",0.762,0.649,11,-5.624,0.0527,0.58,1.7e-05,0.0971,0.501,145.09,"1WGmhglF1ghRiHsx4YUq86",239146,4,2022-01-06
"1242","Love Talking","Eli Young Band",0.557,0.821,3,-4.989,0.0339,0.0177,0,0.296,0.471,107.964,"5kFLWyiAXjYrecLHnR7bTk",173131,4,2022-01-06
"1243","If I Was a Cowboy","Miranda Lambert",0.575,0.644,6,-5.68,0.0309,0.271,0,0.131,0.626,80.07,"6F7UOC6fPWOkPqybOWBHSv",195013,4,2022-01-06
"1244","'Til You Can't","Cody Johnson",0.501,0.815,1,-4.865,0.0436,0.0513,0,0.106,0.46,160.087,"4k3lPl8YTKuY8c1HelVnm3",224213,4,2022-01-06
"1245","Doin' This","Luke Combs",0.593,0.552,1,-5.838,0.028,0.18,1.71e-05,0.11,0.39,115,"4GyD3o5hWoyCuYpdlzZlRL",254181,4,2022-01-06
"1246","What Else Can I Do?","Diane Guerrero",0.718,0.709,4,-5.568,0.039,0.258,0,0.101,0.54,119.974,"3XoYqtiWHhsk59frZupImG",179427,4,2022-01-06
"1247","SUB ZERO","Just A Gent",0.795,0.902,11,-5.85,0.101,0.0479,0.662,0.271,0.15,130.023,"72VyFG8WRK6CeV3ToXccOm",194050,4,2022-01-06
"1248","Record Player (with AJR)","Daisy the Great",0.665,0.684,11,-7.049,0.106,0.247,0,0.0636,0.927,73.986,"4jYt1pQqg2mIZmY4FWCZEM",149538,4,2022-01-06
"1249","Waiting On A Miracle","Stephanie Beatriz",0.48,0.554,1,-8.145,0.069,0.171,0,0.131,0.267,190.066,"3oRW9ZGPRbLRMneQ5lwflt",161840,3,2022-01-06
"1250","Diablo","Mac Miller",0.595,0.617,1,-4.238,0.31,0.0395,4.06e-06,0.619,0.464,159.83,"3BDpkLMkgrtrM3HckrVIXr",198107,4,2022-01-06
"1251","BRIGHTSIDE","The Lumineers",0.549,0.715,10,-7.01,0.0356,0.359,0,0.101,0.555,134.074,"2mdkcujPED7xhV2MTtjYnD",229773,4,2022-01-06
"1252","hail mary","mike.",0.775,0.401,0,-9.42,0.124,0.276,4.78e-06,0.399,0.316,96.972,"0EePy0Tts3VKrHaxIHbJir",150917,4,2022-01-06
"1253","Gasoline","The Weeknd",0.728,0.741,6,-7.075,0.0473,0.000582,0.00206,0.33,0.31,123.006,"3KyKxJ4P3pVCgaZwaq2rUC",212166,4,2022-01-06
"1254","We Don't Talk About Bruno","Carolina Gaitán - La Gaita",0.577,0.45,0,-8.516,0.0834,0.357,0,0.111,0.83,205.863,"52xJxFP6TqMuO4Yt0eOkMz",216120,4,2022-01-06
"1255","By Your Side","Rod Wave",0.649,0.508,8,-10.232,0.0959,0.0345,3.59e-05,0.0736,0.405,157.975,"2AaJeBEq3WLcfFW1y8svDf",194051,4,2022-01-06
"1256","Funny Girl","Father John Misty",0.237,0.352,10,-8.864,0.0359,0.963,0.229,0.156,0.254,180.402,"2orOji9Xa4xhCWUtSAZrFT",219013,3,2022-01-06
"1257","Got Me Like","Big Gigantic",0.609,0.847,7,-3.984,0.0514,0.0203,0.0461,0.375,0.418,147.966,"4JPG8zY4MKIrchfyFGOEPU",171892,4,2022-01-06
"1258","Away From Myself","Adventure Club",0.479,0.923,9,-2.41,0.0476,0.0026,0,0.154,0.328,149.999,"1MTHQrIE43p9HnjtC5kBDP",192900,4,2022-01-06
"1259","Awaken (Feel Alive)","Big Wild",0.401,0.492,2,-6.489,0.0328,0.192,0,0.379,0.174,140.012,"1p6AQlMFpnH4hmhrSfoQ3k",180205,3,2022-01-06
"1260","Me Acostumbre A Lo Bueno","Fuerza Regida",0.715,0.739,6,-3.779,0.041,0.578,0,0.0887,0.963,101.611,"1hHnCReCPe1FUkGLTeuCaC",140984,3,2022-01-06
"1261","Way That I Do","Ookay",0.76,0.682,6,-7.072,0.0434,0.000618,4.48e-05,0.212,0.391,120.025,"1SlbKGl5Evbifvn0omh6r7",185676,4,2022-01-06
"1262","Alone - Live at Red Rocks","Trampled by Turtles",0.285,0.726,0,-4.831,0.0329,0.098,0.123,0.749,0.162,135.128,"7uAbivUwot0JcdMoZeMpK5",278465,4,2022-01-06
"1263","From You","Bonobo",0.655,0.499,0,-10.039,0.0444,0.566,0.768,0.111,0.266,140.002,"3Qfqbu22C7aK2MuWBSnM5A",210280,4,2022-01-06
"1264","ZOMBIFIED","Falling In Reverse",0.544,0.911,10,-3.681,0.0422,0.000141,8.89e-06,0.333,0.558,91.033,"2ib8fuTavdc48X6MjhE4Ft",218521,4,2022-01-06
"1265","Knife Talk (with 21 Savage ft. Project Pat)","Drake",0.849,0.424,5,-9.579,0.324,0.0635,0,0.0834,0.153,145.887,"2BcMwX1MPV6ZHP4tUT9uq6",242966,4,2022-01-06
"1266","Nadie Va A Pensar En Ti Mejor Que Yo","Conjunto Rienda Real",0.77,0.695,2,-5.553,0.0341,0.192,7.03e-05,0.226,0.76,119.86,"30eHHpkjMNqb2F0V8nXjbJ",172018,4,2022-01-06
"1267","One Mississippi","Kane Brown",0.471,0.846,0,-5.269,0.0389,0.00279,2.86e-06,0.145,0.539,100.089,"4FdPnT2cFrpWCmWZd7GXc3",213719,4,2022-01-06
"1268","23","Sam Hunt",0.641,0.78,3,-5.138,0.0852,0.0206,0,0.143,0.693,98.004,"4PuAqZlL1tkidkuxfDlLbF",179720,4,2022-01-06
"1269","911","Teddy Swims",0.848,0.591,11,-5.075,0.112,0.0801,0,0.144,0.522,98.934,"2JdhkE7xcEhfk7B646bdG8",166891,4,2022-01-06
"1270","All My Friends - Stripped","FRENSHIP",0.789,0.514,5,-8.932,0.0543,0.765,0.000135,0.13,0.457,118.943,"68em44WQh01XZnq947LIWf",285599,4,2022-01-06
"1271","Ese Loco Soy Yo","La Zenda Norteña",0.438,0.589,7,-4.674,0.0288,0.486,0,0.131,0.247,135.479,"0KcDeguJBRLkgEjUriu38D",275321,4,2022-01-06
"1272","Fingers Crossed","Lauren Spencer-Smith",0.603,0.473,5,-7.23,0.0511,0.616,0,0.31,0.446,109.494,"5S9Zs5g9lTWnLIboN1pdlU",175345,4,2022-01-06
"1273","Just A Dream","Kaivon",0.448,0.748,1,-2.567,0.0416,0.0328,0.00295,0.204,0.155,144.778,"0FpXOnJP3OtKU5zGKUtrdu",168828,4,2022-01-06
"1274","Big Subwoofer (feat. Snoop Dogg, Ice Cube, E-40 & Too $hort ) - Single Version","MOUNT WESTMORE",0.92,0.549,11,-5.912,0.257,0.0262,3.1e-06,0.196,0.709,90.004,"5GPm7PsMQwceQvfYlGXcCt",241587,4,2022-01-06
"1275","Mannequins & Egos","ZHU",0.853,0.663,4,-3.659,0.0783,0.103,0.00274,0.0891,0.816,132.008,"4bCFw61qA3pmWIzR6ULCMY",213853,4,2022-01-06
"1276","Cheatcode","Black Tiger Sex Machine",0.467,0.934,2,-2.253,0.0588,0.00561,0.00186,0.107,0.135,149.967,"3iDtphWASBHIjVEB8lWBqs",187000,4,2022-01-06
"1277","Buy Dirt","Jordan Davis",0.586,0.559,4,-6.725,0.05,0.639,0,0.0872,0.437,177.945,"69AIpwGNLxr4qS1X5ynx60",167480,4,2022-01-06
"1278","family ties (with Kendrick Lamar)","Baby Keem",0.711,0.611,1,-5.453,0.33,0.00588,0,0.23,0.144,134.093,"3QFInJAm9eyaho5vBzxInN",252262,4,2022-01-06
"1279","Man in the Mirror","A Boogie Wit da Hoodie",0.849,0.631,3,-4.241,0.0637,0.171,0,0.149,0.55,135.997,"7uLFOXgLrS90tEYPO1DGXy",215304,4,2022-01-06
"1280","GodLovesUgly - Remix","Atmosphere",0.679,0.861,9,-5.189,0.214,0.307,0.723,0.103,0.536,94.985,"76xfSfbw0byLqMHykJyPru",184421,4,2022-01-06
"1281","As Above So Below","Kill The Noise",0.505,0.795,10,-5.976,0.046,0.129,0.00438,0.139,0.219,115.876,"5ZYi0t2DmjYEIvANnvHYKN",136000,4,2022-01-06
"1282","Wishful Drinking (with Sam Hunt)","Ingrid Andress",0.678,0.528,10,-7.317,0.0551,0.289,0,0.0734,0.614,79.018,"3HGnIIdHYIbkowzLk8UHbE",194545,4,2022-01-06
"1283","Me or Sum (feat. Future & Lil Baby)","Nardo Wick",0.534,0.573,1,-6.757,0.414,0.00926,0,0.136,0.373,160.333,"2HHLfzE7PkljuqyYU4vwmh",225533,4,2022-01-06
"1284","Never Say Never (with Lainey Wilson)","Cole Swindell",0.472,0.937,0,-4.028,0.0567,0.00717,0,0.11,0.454,140.073,"03kCiUPjdAV9ur9ugm8PQT",176147,4,2022-01-06
"1285","AA","Walker Hayes",0.635,0.747,4,-6.227,0.0293,0.00313,0,0.346,0.753,104.027,"77oKig47u34qCCFWKMfu1e",189560,4,2022-01-06
"1286","Tomorrow","Grieves",0.669,0.531,1,-8.631,0.277,0.0444,0.000291,0.107,0.291,169.911,"3LhcZzV7gLX5lZZeL0dyXH",177882,4,2022-01-06
"1287","Holy Water","Brett Eldredge",0.425,0.362,9,-8.191,0.0356,0.35,1.16e-06,0.107,0.209,95.253,"0iXqDv92jTifES3rxAYDNc",165253,4,2022-01-06
"1288","LLC (feat. Moneybagg Yo)","Money Man",0.803,0.495,11,-5.724,0.321,0.121,0,0.104,0.628,80.972,"15OlC497ScJt9N2BS8lOev",195154,4,2022-01-06
"1289","Welcome to the Playhouse","Steve Aoki",0.784,0.969,11,-3.588,0.251,0.00369,0.000144,0.107,0.212,125.996,"1qXTtWP0sNcePb3tT2eHWL",188571,4,2022-01-06
"1290","I Need Your Love","Charley Crockett",0.494,0.366,7,-8.433,0.0378,0.729,0,0.183,0.484,173.779,"2xukUi9mX3gH3n6j0aPyD7",201163,3,2022-01-06
"1291","breadwinner","Kacey Musgraves",0.866,0.508,8,-8.591,0.058,0.769,8.35e-06,0.11,0.476,117.951,"2stbjvpFujerfDUuUUPX7o",200840,4,2022-01-06
"1292","Beverly Hills","Shaboozey",0.814,0.611,0,-6.526,0.0515,0.289,0,0.252,0.585,113.016,"3Ps0JFaxBuamCoQTx6X8LT",138318,4,2022-01-06
"1293","Don’t Play (with Lil Baby)","Polo G",0.684,0.624,2,-7.414,0.347,0.239,0,0.112,0.708,146.925,"2QIBJFl8DJR1mDh9GwfZef",156735,4,2022-01-06
"1294","Ride or Die","Hippo Campus",0.544,0.716,9,-6.182,0.0458,0.214,1.62e-06,0.114,0.784,183.977,"22uD6yBefgzRTLrohe4IZs",210609,4,2022-01-06
"1295","Your Heart","Joyner Lucas",0.861,0.637,6,-7.701,0.133,0.392,0,0.0929,0.754,87.006,"2DTpP3caqX3QdJIEoS83mD",198621,4,2022-01-06
"1296","Chapstick","COIN",0.806,0.636,2,-6.281,0.042,0.00515,0.00053,0.109,0.783,115.03,"2c0NslS6dfGp1LT1iXbqyS",193299,4,2022-01-06
"1297","Dirt Road Down","Travis Denning",0.54,0.87,8,-4.635,0.0487,0.0678,0,0.12,0.494,97.991,"5gTQD1FjKMqUisgSD0uyb1",165921,4,2022-01-06
"1298","Megan's Piano","Megan Thee Stallion",0.953,0.621,11,-7.565,0.154,0.00799,4.87e-06,0.307,0.378,132.063,"4HyVMzg0sUQsdOxRvSO8Ka",113430,4,2022-01-06
"1299","Está Noche","Nivel Codiciado",0.653,0.752,2,-8.083,0.0355,0.345,0,0.117,0.718,97.806,"6uOMIOljAGYvk0pVMpYxFI",124267,3,2022-01-06
"1300","thailand","Roddy Ricch",0.875,0.478,7,-10.562,0.218,0.00717,0,0.147,0.409,128.99,"0qHPxjC83zQYcxe39xSShx",200959,4,2022-01-06
"1301","Gassed Up","Zeds Dead",0.643,0.985,4,-1.848,0.41,0.0152,0.000965,0.311,0.182,140.029,"6uwjDA0Qi6hk8C6lPJIMc9",238286,4,2021-12-30
"1302","Griztronics II (Another Level)","GRiZ",0.579,0.978,0,0.352,0.211,0.0205,0.00829,0.326,0.58,145.054,"2il9NDpW87Hk2L9AjeDf8r",165517,4,2021-12-30
"1303","Spacetime (feat. NEVVE)","Subtronics",0.709,0.802,4,-1.146,0.137,0.0877,1.43e-05,0.323,0.546,140.072,"39Hpybgua0RgOciVl1C4Sy",168000,4,2021-12-30
"1304","Fear Of Dying","Alison Wonderland",0.503,0.494,9,-7.546,0.0412,0.326,0.000481,0.0954,0.113,70.035,"3lVaRWkDwUkHveuSbilYdE",187800,4,2021-12-30
"1305","Falling (Alexandar Smash Remix)","NGHTMRE",0.557,0.965,4,-0.84,0.0753,0.0107,0.139,0.052,0.298,150.005,"3zJTXgtzn4mr9YYanvSGfp",206404,4,2021-12-30
"1306","Getting Late (feat. Danni Carra)","SLANDER",0.43,0.811,3,-2.712,0.0621,0.0315,0,0.315,0.238,159.988,"2wG7MgpfXMCzQcTPCt78Tb",231750,4,2021-12-30
"1307","Flower Shops (feat. Morgan Wallen)","ERNEST",0.527,0.461,7,-5.908,0.0269,0.118,0,0.0831,0.227,128.153,"2ccuOtUjIyx3tPcsnpeBzJ",214405,3,2021-12-30
"1308","Cliffs - SoChill","SoDown",0.621,0.893,11,-5.502,0.0395,0.00117,0.328,0.101,0.265,131.999,"1FKveAY8gqp5TI7reaIWps",181818,4,2021-12-30
"1309","Away From Myself","Adventure Club",0.479,0.923,9,-2.41,0.0476,0.0026,0,0.154,0.328,149.999,"1MTHQrIE43p9HnjtC5kBDP",192900,4,2021-12-30
"1310","Broadway Girls (feat. Morgan Wallen)","Lil Durk",0.659,0.745,10,-3.599,0.0347,0.0417,0,0.296,0.54,74.967,"3DZ8dbKg4OTSSqGARvecYd",185600,4,2021-12-30
"1311","Mannequins & Egos","ZHU",0.853,0.663,4,-3.659,0.0783,0.103,0.00274,0.0891,0.816,132.008,"4bCFw61qA3pmWIzR6ULCMY",213853,4,2021-12-30
"1312","hail mary","mike.",0.775,0.401,0,-9.42,0.124,0.276,4.78e-06,0.399,0.316,96.972,"0EePy0Tts3VKrHaxIHbJir",150917,4,2021-12-30
"1313","End Of The World","Excision",0.236,0.646,3,-1.788,0.0338,0.0526,0,0.341,0.237,138.54,"57Gbza8PAWUhQfoArMnEJk",222427,4,2021-12-30
"1314","Windhorse","Of The Trees",0.347,0.352,6,-10.401,0.1,0.296,0.839,0.139,0.207,75.306,"6tTDDMmEJpyA97VNYQjjeP",234244,3,2021-12-30
"1315","Tomorrow","Grieves",0.669,0.531,1,-8.631,0.277,0.0444,0.000291,0.107,0.291,169.911,"3LhcZzV7gLX5lZZeL0dyXH",177882,4,2021-12-30
"1316","Absence of Reason","Greensky Bluegrass",0.576,0.587,2,-11.745,0.0292,0.338,0.344,0.291,0.579,100.432,"0Z8nSnEEBeNHlofljInbyU",257359,4,2021-12-30
"1317","Chemical Bond","Rezz",0.635,0.93,2,-2.061,0.0583,0.000241,0.775,0.0918,0.0688,73.981,"5kn2FMZoBVClbA9CV7w3k5",142703,4,2021-12-30
"1318","Know It All","Billy Strings",0.576,0.762,0,-6.518,0.0317,0.419,0.000205,0.317,0.716,126.848,"687SHqnUp3yGfGiuwgE2WG",205440,4,2021-12-30
"1319","Let Me Go v3","Kaskade",0.629,0.855,1,-5.552,0.0349,0.000122,0.0197,0.0546,0.364,125.003,"3Gt6A2B5H95iLAYsjaNvfI",258740,4,2021-12-30
"1320","Face Down In The Moment","Nathaniel Rateliff & The Night Sweats",0.52,0.591,6,-3.225,0.0301,0.353,0.00412,0.102,0.359,151.089,"5yTpyXVKcB20zOGXU1ffgf",279187,4,2021-12-30
"1321","Got Me Like","Big Gigantic",0.609,0.847,7,-3.984,0.0514,0.0203,0.0461,0.375,0.418,147.966,"4JPG8zY4MKIrchfyFGOEPU",171892,4,2021-12-30
"1322","Alone - Live at Red Rocks","Trampled by Turtles",0.285,0.726,0,-4.831,0.0329,0.098,0.123,0.749,0.162,135.128,"7uAbivUwot0JcdMoZeMpK5",278465,4,2021-12-30
"1323","Big Energy","Latto",0.935,0.807,11,-3.838,0.114,0.0514,0,0.349,0.813,106.017,"6Zu3aw7FfjAF9WA0fA81Oq",173182,4,2021-12-30
"1324","Y'all Means All - from Season 6 of Queer Eye","Miranda Lambert",0.562,0.804,9,-3.773,0.0559,0.0723,0,0.0641,0.733,164.003,"0gWFFtKm8PaAJdpkajFlD1",156893,4,2021-12-30
